s_no,state,district,block_name,categorization
2496,JHARKHAND,SAHEBGANJ,BORIO,safe
2497,JHARKHAND,SAHEBGANJ,MANDRO,safe
2498,JHARKHAND,SAHEBGANJ,PATHNA,safe
2499,JHARKHAND,SAHEBGANJ,RAJMAHAL,safe
2500,JHARKHAND,SAHEBGANJ,SAHEBGANJ,safe
2501,JHARKHAND,SAHEBGANJ,TALJHARI,safe
2502,JHARKHAND,SAHEBGANJ,UDHUA,safe
2503,JHARKHAND,SARAIKELA KHARSAWAN,ADITYAPUR (GAMHARIA),safe
2504,JHARKHAND,SARAIKELA KHARSAWAN,Chandil,safe
2505,JHARKHAND,SARAIKELA KHARSAWAN,GOBINDPUR,safe
2506,JHARKHAND,SARAIKELA KHARSAWAN,ICHAGARH,safe
2507,JHARKHAND,SARAIKELA KHARSAWAN,KHARSAWAN,safe
2508,JHARKHAND,SARAIKELA KHARSAWAN,KUCHAI,safe
2509,JHARKHAND,SARAIKELA KHARSAWAN,KUKRU,safe
2510,JHARKHAND,SARAIKELA KHARSAWAN,NIMDIH,safe
2511,JHARKHAND,SARAIKELA KHARSAWAN,SERAIKELA,safe
2512,JHARKHAND,SIMDEGA,BANO,safe
2513,JHARKHAND,SIMDEGA,BANSJOR,safe
2514,JHARKHAND,SIMDEGA,BOLBA,safe
2515,JHARKHAND,SIMDEGA,JALDEGA,safe
2516,JHARKHAND,SIMDEGA,KERSAI,safe
2517,JHARKHAND,SIMDEGA,KOLEBIRA,safe
2518,JHARKHAND,SIMDEGA,KURDEG,safe
2519,JHARKHAND,SIMDEGA,PAKARDANR,safe
2520,JHARKHAND,SIMDEGA,SIMDEGA,safe
2521,JHARKHAND,SIMDEGA,THETHAITANGAR,safe
2522,JHARKHAND,WEST SINGHBHUM,ANANDPUR,safe
2523,JHARKHAND,WEST SINGHBHUM,BANDGAON,safe
2524,JHARKHAND,WEST SINGHBHUM,CHAIBASA,safe
2525,JHARKHAND,WEST SINGHBHUM,CHAKRADHARPUR,safe
2526,JHARKHAND,WEST SINGHBHUM,GOELKERA,safe
2527,JHARKHAND,WEST SINGHBHUM,GUDRI,safe
2528,JHARKHAND,WEST SINGHBHUM,HATGAMARIA,safe
2529,JHARKHAND,WEST SINGHBHUM,JAGANNATHPUR,safe
2530,JHARKHAND,WEST SINGHBHUM,JHINKPANI,safe
2531,JHARKHAND,WEST SINGHBHUM,KHUNTPANI,safe
2532,JHARKHAND,WEST SINGHBHUM,KUMARDUNGI,safe
2533,JHARKHAND,WEST SINGHBHUM,MAJHGAON,safe
2534,JHARKHAND,WEST SINGHBHUM,MANJHARI,safe
2535,JHARKHAND,WEST SINGHBHUM,MANOHARPUR,safe
2536,JHARKHAND,WEST SINGHBHUM,NOAMUNDI,safe
2537,JHARKHAND,WEST SINGHBHUM,SONUA,safe
2538,JHARKHAND,WEST SINGHBHUM,TANTNAGAR,safe
2539,JHARKHAND,WEST SINGHBHUM,TONTO,safe
2540,KARNATAKA,Bagalkot,Badami,critical
2541,KARNATAKA,Bagalkot,Bagalkote,over_exploited
2542,KARNATAKA,Bagalkot,Bilagi,safe
2543,KARNATAKA,Bagalkot,Guledagudda,critical
2544,KARNATAKA,Bagalkot,Hungund,semi_critical
2545,KARNATAKA,Bagalkot,Ilkal,semi_critical
2546,KARNATAKA,Bagalkot,Jamakhandi,safe
2547,KARNATAKA,Bagalkot,Mudhol,semi_critical
2548,KARNATAKA,Bagalkot,Rabakavi Banahatti,semi_critical
2549,KARNATAKA,Ballari,Ballari,safe
2550,KARNATAKA,Ballari,Kampli,safe
2551,KARNATAKA,Ballari,Kurugodu,safe
2552,KARNATAKA,Ballari,Siraguppa,safe
2553,KARNATAKA,Ballari,Sonduru,safe
2554,KARNATAKA,Belagavi,Athani,safe
2555,KARNATAKA,Belagavi,Bailhongal,over_exploited
2556,KARNATAKA,Belagavi,Belagavi,safe
2557,KARNATAKA,Belagavi,Chikkodi,semi_critical
2558,KARNATAKA,Belagavi,Gokak,semi_critical
2559,KARNATAKA,Belagavi,Hukkeri,semi_critical
2560,KARNATAKA,Belagavi,Kagavada,critical
2561,KARNATAKA,Belagavi,Khanapur,safe
2562,KARNATAKA,Belagavi,Kitthuru,safe
2563,KARNATAKA,Belagavi,Mudalagi,safe
2564,KARNATAKA,Belagavi,Nippani,safe
2565,KARNATAKA,Belagavi,Raibag,safe
2566,KARNATAKA,Belagavi,Ramadurg,safe
2567,KARNATAKA,Belagavi,Savadatti,over_exploited
2568,KARNATAKA,Belagavi,Yaragatti,semi_critical
2569,KARNATAKA,Bengaluru (Rural),Devanahalli,over_exploited
2570,KARNATAKA,Bengaluru (Rural),Doddaballapura,over_exploited
2571,KARNATAKA,Bengaluru (Rural),Hoskote,over_exploited
2572,KARNATAKA,Bengaluru (Rural),Nelamangala,over_exploited
2573,KARNATAKA,Bengaluru (Urban),Anekal,over_exploited
2574,KARNATAKA,Bengaluru (Urban),Bangalore (North),over_exploited
2575,KARNATAKA,Bengaluru (Urban),Bangalore-City,over_exploited
2576,KARNATAKA,Bengaluru (Urban),Bangalore-East,over_exploited
2577,KARNATAKA,Bengaluru (Urban),Bangalore-South,over_exploited
2578,KARNATAKA,Bengaluru (Urban),Yelahanka,over_exploited
2579,KARNATAKA,Bengaluru South,Channapatna,safe
2580,KARNATAKA,Bengaluru South,Harohalli,over_exploited
2581,KARNATAKA,Bengaluru South,Kanakpura,semi_critical
2582,KARNATAKA,Bengaluru South,Magadi,over_exploited
2583,KARNATAKA,Bengaluru South,Ramanagar,critical
2584,KARNATAKA,Bidar,Aurad,safe
2585,KARNATAKA,Bidar,Basavakalyan,safe
2586,KARNATAKA,Bidar,Bhalki,semi_critical
2587,KARNATAKA,Bidar,Bidar,safe
2588,KARNATAKA,Bidar,Chittaguppa,safe
2589,KARNATAKA,Bidar,Hulasuru,semi_critical
2590,KARNATAKA,Bidar,Humnabad,safe
2591,KARNATAKA,Bidar,Kamalanagara,semi_critical
2592,KARNATAKA,Chamarajanagara,Chamarajanagara,critical
2593,KARNATAKA,Chamarajanagara,Gundlupet,over_exploited
2594,KARNATAKA,Chamarajanagara,Hanuru,semi_critical
2595,KARNATAKA,Chamarajanagara,Kollegala,semi_critical
2596,KARNATAKA,Chamarajanagara,Yalandur,semi_critical
2597,KARNATAKA,Chikkaballapura,Bagepalli,over_exploited
2598,KARNATAKA,Chikkaballapura,Chikballapur,over_exploited
2599,KARNATAKA,Chikkaballapura,Chinthamani,over_exploited
2600,KARNATAKA,Chikkaballapura,Gauribidanur,over_exploited
2601,KARNATAKA,Chikkaballapura,Gudibande,over_exploited
2602,KARNATAKA,Chikkaballapura,Shidlagatta,over_exploited
2603,KARNATAKA,Chikkamagaluru,Ajjampura,over_exploited
2604,KARNATAKA,Chikkamagaluru,Chikmagalur,safe
2605,KARNATAKA,Chikkamagaluru,Kadur,critical
2606,KARNATAKA,Chikkamagaluru,Kalasa,safe
2607,KARNATAKA,Chikkamagaluru,Koppa,safe
2608,KARNATAKA,Chikkamagaluru,Mudigere,safe
2609,KARNATAKA,Chikkamagaluru,Narasimharajapura,safe
2610,KARNATAKA,Chikkamagaluru,Sringeri,safe
2611,KARNATAKA,Chikkamagaluru,Tarikere,safe
2612,KARNATAKA,Chitradurga,Challakere,over_exploited
2613,KARNATAKA,Chitradurga,Chitradurga,over_exploited
2614,KARNATAKA,Chitradurga,Hiriyur,over_exploited
2615,KARNATAKA,Chitradurga,Holalkere,over_exploited
2616,KARNATAKA,Chitradurga,Hosadurga,over_exploited
2617,KARNATAKA,Chitradurga,Molakalmuru,safe
2618,KARNATAKA,Dakshina Kannada,Bantwal,safe
2619,KARNATAKA,Dakshina Kannada,Belthangady,safe
2620,KARNATAKA,Dakshina Kannada,Kadaba,safe
2621,KARNATAKA,Dakshina Kannada,Mangalore,safe
2622,KARNATAKA,Dakshina Kannada,Mudabidri,safe
2623,KARNATAKA,Dakshina Kannada,Mulki,safe
2624,KARNATAKA,Dakshina Kannada,Puttur,safe
2625,KARNATAKA,Dakshina Kannada,Sulya,safe
2626,KARNATAKA,Dakshina Kannada,Ullala,safe
2627,KARNATAKA,Davanagere,Channagiri,over_exploited
2628,KARNATAKA,Davanagere,Davanagere,semi_critical
2629,KARNATAKA,Davanagere,Harihar,safe
2630,KARNATAKA,Davanagere,Honnali,semi_critical
2631,KARNATAKA,Davanagere,Jagaluru,over_exploited
2632,KARNATAKA,Davanagere,Nyamati,safe
2633,KARNATAKA,Dharwad,Alnavara,safe
2634,KARNATAKA,Dharwad,Annigere,safe
2635,KARNATAKA,Dharwad,Dharwad,safe
2636,KARNATAKA,Dharwad,Hubballi Nagara,safe
2637,KARNATAKA,Dharwad,Hubli,safe
2638,KARNATAKA,Dharwad,Kalgatgi,safe
2639,KARNATAKA,Dharwad,Kundgol,safe
2640,KARNATAKA,Dharwad,Navalgund,safe
2641,KARNATAKA,Gadag,Gadag,semi_critical
2642,KARNATAKA,Gadag,Gajendragad,over_exploited
2643,KARNATAKA,Gadag,Laxmeshwar,semi_critical
2644,KARNATAKA,Gadag,Mundargi,semi_critical
2645,KARNATAKA,Gadag,Naragund,safe
2646,KARNATAKA,Gadag,Rona,semi_critical
2647,KARNATAKA,Gadag,Shirahatti,semi_critical
2648,KARNATAKA,Hassan,Alur,safe
2649,KARNATAKA,Hassan,Arkalgud,safe
2650,KARNATAKA,Hassan,Arsikere,over_exploited
2651,KARNATAKA,Hassan,Belur,safe
2652,KARNATAKA,Hassan,Channarayapatna,semi_critical
2653,KARNATAKA,Hassan,Hassan,safe
2654,KARNATAKA,Hassan,Holenarasipura,safe
2655,KARNATAKA,Hassan,Sakleshpura,safe
2656,KARNATAKA,Haveri,Byadagi,critical
2657,KARNATAKA,Haveri,Hangal,safe
2658,KARNATAKA,Haveri,Haveri,safe
2659,KARNATAKA,Haveri,Hirekerur,safe
2660,KARNATAKA,Haveri,Ranebennur,safe
2661,KARNATAKA,Haveri,Ratteehalli,semi_critical
2662,KARNATAKA,Haveri,Savanur,safe
2663,KARNATAKA,Haveri,Shiggaon,safe
2664,KARNATAKA,Kalburgi,Afzalpur,semi_critical
2665,KARNATAKA,Kalburgi,Aland,semi_critical
2666,KARNATAKA,Kalburgi,Chincholi,safe
2667,KARNATAKA,Kalburgi,Chittapur,safe
2668,KARNATAKA,Kalburgi,Gulbarga,safe
2669,KARNATAKA,Kalburgi,Jevargi,safe
2670,KARNATAKA,Kalburgi,Kalagi,safe
2671,KARNATAKA,Kalburgi,Kamalapura,safe
2672,KARNATAKA,Kalburgi,Sedam,safe
2673,KARNATAKA,Kalburgi,Shahbadha,safe
2674,KARNATAKA,Kalburgi,Yadrami,safe
2675,KARNATAKA,Kodagu,Kushalanagara,safe
2676,KARNATAKA,Kodagu,Madikeri,safe
2677,KARNATAKA,Kodagu,Ponnampete,safe
2678,KARNATAKA,Kodagu,Somavarapete,safe
2679,KARNATAKA,Kodagu,Virajpet,safe
2680,KARNATAKA,Kolara,Bangarpet,over_exploited
2681,KARNATAKA,Kolara,K.G.F,over_exploited
2682,KARNATAKA,Kolara,Kolar,over_exploited
2683,KARNATAKA,Kolara,Malur,over_exploited
2684,KARNATAKA,Kolara,Mulabagilu,over_exploited
2685,KARNATAKA,Kolara,Srinivaspura,over_exploited
2686,KARNATAKA,Koppal,Gangavathi,safe
2687,KARNATAKA,Koppal,Kanakagiri,semi_critical
2688,KARNATAKA,Koppal,Karatagi,safe
2689,KARNATAKA,Koppal,koppal,safe
2690,KARNATAKA,Koppal,Kukanuru,critical
2691,KARNATAKA,Koppal,Kushtagi,semi_critical
2692,KARNATAKA,Koppal,Yelburga,critical
2693,KARNATAKA,Mandya,Krishnarajpet,safe
2694,KARNATAKA,Mandya,Maddur,safe
2695,KARNATAKA,Mandya,Malavalli,semi_critical
2696,KARNATAKA,Mandya,Mandya,safe
2697,KARNATAKA,Mandya,Nagamangala,safe
2698,KARNATAKA,Mandya,Pandavpura,safe
2699,KARNATAKA,Mandya,Srirangapatna,safe
2700,KARNATAKA,Mysuru,Heggadadevanakote,safe
2701,KARNATAKA,Mysuru,Hunsur,safe
2702,KARNATAKA,Mysuru,K.R.Nagar,safe
2703,KARNATAKA,Mysuru,Mysuru,safe
2704,KARNATAKA,Mysuru,Nanjangud,safe
2705,KARNATAKA,Mysuru,Piriyapatna,safe
2706,KARNATAKA,Mysuru,Saligrama,safe
2707,KARNATAKA,Mysuru,Saraguru,safe
2708,KARNATAKA,Mysuru,T.Narasipura,safe
2709,KARNATAKA,Raichur,Devdurga,safe
2710,KARNATAKA,Raichur,Lingasugur,safe
2711,KARNATAKA,Raichur,Manvi,safe
2712,KARNATAKA,Raichur,Maski,safe
2713,KARNATAKA,Raichur,Raichur,safe
2714,KARNATAKA,Raichur,Sindhanur,safe
2715,KARNATAKA,Raichur,Sirivara,semi_critical
2716,KARNATAKA,Shivamogga,Bhadravathi,safe
2717,KARNATAKA,Shivamogga,Hosanagar,safe
2718,KARNATAKA,Shivamogga,Sagara,safe
2719,KARNATAKA,Shivamogga,Shikaripura,safe
2720,KARNATAKA,Shivamogga,Shimoga,safe
2721,KARNATAKA,Shivamogga,Soraba,safe
2722,KARNATAKA,Shivamogga,Thirthahalli,safe
