s_no,state,district,block_name,categorization
3192,MADHYA PRADESH,SAGAR,BANDA,safe
3193,MADHYA PRADESH,SAGAR,BINA,safe
3194,MADHYA PRADESH,SAGAR,DEORI,safe
3195,MADHYA PRADESH,SAGAR,JAISINAGAR,safe
3196,MADHYA PRADESH,SAGAR,KESLI,safe
3197,MADHYA PRADESH,SAGAR,KHURAI,safe
3198,MADHYA PRADESH,SAGAR,MALTHONE,safe
3199,MADHYA PRADESH,SAGAR,RAHATGARH,safe
3200,MADHYA PRADESH,SAGAR,REHLI,safe
3201,MADHYA PRADESH,SAGAR,SAGAR,safe
3202,MADHYA PRADESH,SAGAR,SHAHGARH,safe
3203,MADHYA PRADESH,SATNA,MAJHGAWAN,safe
3204,MADHYA PRADESH,SATNA,NAGOD,safe
3205,MADHYA PRADESH,SATNA,RAMPUR-BAGHELAN,critical
3206,MADHYA PRADESH,SATNA,SOHAWAL,semi_critical
3207,MADHYA PRADESH,SATNA,UNCHEHARA,safe
3208,MADHYA PRADESH,SEHORE,ASHTA,critical
3209,MADHYA PRADESH,SEHORE,BUDNI,safe
3210,MADHYA PRADESH,SEHORE,ICHHAWAR,safe
3211,MADHYA PRADESH,SEHORE,NASRULLAGANJ,safe
3212,MADHYA PRADESH,SEHORE,SEHORE,safe
3213,MADHYA PRADESH,SEONI,BARGHAT,safe
3214,MADHYA PRADESH,SEONI,CHHAPARA,semi_critical
3215,MADHYA PRADESH,SEONI,DHANORA,safe
3216,MADHYA PRADESH,SEONI,GHANSOR,safe
3217,MADHYA PRADESH,SEONI,KEOLARI,safe
3218,MADHYA PRADESH,SEONI,KURAI,safe
3219,MADHYA PRADESH,SEONI,LAKHNADON,safe
3220,MADHYA PRADESH,SEONI,SEONI,semi_critical
3221,MADHYA PRADESH,SHAHDOL,BEOHARI,safe
3222,MADHYA PRADESH,SHAHDOL,BURHAR,safe
3223,MADHYA PRADESH,SHAHDOL,GOHPARU,safe
3224,MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,safe
3225,MADHYA PRADESH,SHAHDOL,SOHAGPUR,safe
3226,MADHYA PRADESH,SHAJAPUR,KALAPIPAL,over_exploited
3227,MADHYA PRADESH,SHAJAPUR,MOMAN BADODIYA,over_exploited
3228,MADHYA PRADESH,SHAJAPUR,SHAJAPUR,semi_critical
3229,MADHYA PRADESH,SHAJAPUR,SHUJALPUR,over_exploited
3230,MADHYA PRADESH,SHEOPUR,KARAHAL,safe
3231,MADHYA PRADESH,SHEOPUR,SHEOPUR,safe
3232,MADHYA PRADESH,SHEOPUR,VIJAYPUR,semi_critical
3233,MADHYA PRADESH,SHIVPURI,BADARWAS,semi_critical
3234,MADHYA PRADESH,SHIVPURI,KARERA,safe
3235,MADHYA PRADESH,SHIVPURI,KHANIYADHANA,semi_critical
3236,MADHYA PRADESH,SHIVPURI,KOLARAS,semi_critical
3237,MADHYA PRADESH,SHIVPURI,NARWAR,semi_critical
3238,MADHYA PRADESH,SHIVPURI,PICHHORE,semi_critical
3239,MADHYA PRADESH,SHIVPURI,POHARI,safe
3240,MADHYA PRADESH,SHIVPURI,SHIVPURI,safe
3241,MADHYA PRADESH,SIDHI,KUSMI,safe
3242,MADHYA PRADESH,SIDHI,MAJHAULI,safe
3243,MADHYA PRADESH,SIDHI,RAMPUR NAIKIN,safe
3244,MADHYA PRADESH,SIDHI,SIDHI,safe
3245,MADHYA PRADESH,SIDHI,SIHAWAL,safe
3246,MADHYA PRADESH,SINGRAULI,CHITRANGI,safe
3247,MADHYA PRADESH,SINGRAULI,DEOSAR,safe
3248,MADHYA PRADESH,SINGRAULI,WAIDHAN,safe
3249,MADHYA PRADESH,TIKAMGARH,BALDEOGARH,semi_critical
3250,MADHYA PRADESH,TIKAMGARH,JATARA,semi_critical
3251,MADHYA PRADESH,TIKAMGARH,PALERA,semi_critical
3252,MADHYA PRADESH,TIKAMGARH,TIKAMGARH,semi_critical
3253,MADHYA PRADESH,UJJAIN,BADNAGAR,over_exploited
3254,MADHYA PRADESH,UJJAIN,GHATIA,over_exploited
3255,MADHYA PRADESH,UJJAIN,KHCHROD,semi_critical
3256,MADHYA PRADESH,UJJAIN,MAHIDPUR,semi_critical
3257,MADHYA PRADESH,UJJAIN,TARANA,semi_critical
3258,MADHYA PRADESH,UJJAIN,UJJAIN,over_exploited
3259,MADHYA PRADESH,UMARIA,KARKELI,safe
3260,MADHYA PRADESH,UMARIA,MANPUR,safe
3261,MADHYA PRADESH,UMARIA,PALI,safe
3262,MADHYA PRADESH,VIDISHA,BASODA,safe
3263,MADHYA PRADESH,VIDISHA,GYARASPUR,semi_critical
3264,MADHYA PRADESH,VIDISHA,KURWAI,semi_critical
3265,MADHYA PRADESH,VIDISHA,LATERI,safe
3266,MADHYA PRADESH,VIDISHA,NATERAN,safe
3267,MADHYA PRADESH,VIDISHA,SIRONJ,safe
3268,MADHYA PRADESH,VIDISHA,VIDISHA,safe
3269,MAHARASHTRA,Ahmednagar,Akola,semi_critical
3270,MAHARASHTRA,Ahmednagar,Jamkhed,safe
3271,MAHARASHTRA,Ahmednagar,Karjat,safe
3272,MAHARASHTRA,Ahmednagar,Kopargaon,critical
3273,MAHARASHTRA,Ahmednagar,Nagar,safe
3274,MAHARASHTRA,Ahmednagar,Newasa,semi_critical
3275,MAHARASHTRA,Ahmednagar,Parner,safe
3276,MAHARASHTRA,Ahmednagar,Pathardi,semi_critical
3277,MAHARASHTRA,Ahmednagar,Rahuri,semi_critical
3278,MAHARASHTRA,Ahmednagar,Rhata,over_exploited
3279,MAHARASHTRA,Ahmednagar,Sangamner,critical
3280,MAHARASHTRA,Ahmednagar,Shevgaon,semi_critical
3281,MAHARASHTRA,Ahmednagar,Shrigonda,semi_critical
3282,MAHARASHTRA,Ahmednagar,Shrirampur,semi_critical
3283,MAHARASHTRA,Akola,Akola,safe
3284,MAHARASHTRA,Akola,Akot,safe
3285,MAHARASHTRA,Akola,Balapur,safe
3286,MAHARASHTRA,Akola,Barsi Takli,semi_critical
3287,MAHARASHTRA,Akola,Murtizapur,safe
3288,MAHARASHTRA,Akola,Patur,safe
3289,MAHARASHTRA,Akola,Telhara,safe
3290,MAHARASHTRA,Amravati,Achlapur,semi_critical
3291,MAHARASHTRA,Amravati,Amravati,safe
3292,MAHARASHTRA,Amravati,Anjangaon Surji,safe
3293,MAHARASHTRA,Amravati,Bhatkuli,safe
3294,MAHARASHTRA,Amravati,Chandur Bazar,over_exploited
3295,MAHARASHTRA,Amravati,Chandur Railway,safe
3296,MAHARASHTRA,Amravati,Chikhaldara,safe
3298,MAHARASHTRA,Amravati,Dhamangaon Railway,safe
3299,MAHARASHTRA,Amravati,Dharni,safe
3300,MAHARASHTRA,Amravati,Morshi,semi_critical
3301,MAHARASHTRA,Amravati,Nandgaon,safe
3302,MAHARASHTRA,Amravati,Tiwsa,safe
3303,MAHARASHTRA,Amravati,Warud,over_exploited
3304,MAHARASHTRA,Aurangabad,Aurangabad,safe
3305,MAHARASHTRA,Aurangabad,Fulambre,safe
3306,MAHARASHTRA,Aurangabad,Gangapur,safe
3307,MAHARASHTRA,Aurangabad,Kannad,safe
3308,MAHARASHTRA,Aurangabad,Khuldabad,safe
3309,MAHARASHTRA,Aurangabad,Paithan,safe
3310,MAHARASHTRA,Aurangabad,Sillod,safe
3311,MAHARASHTRA,Aurangabad,Soyegaon,safe
3312,MAHARASHTRA,Aurangabad,Vaijapur,safe
3313,MAHARASHTRA,Beed,Ambejogai,safe
3314,MAHARASHTRA,Beed,Ashti,safe
3315,MAHARASHTRA,Beed,Beed,safe
3316,MAHARASHTRA,Beed,Dharur,safe
3317,MAHARASHTRA,Beed,Gevrai,safe
3318,MAHARASHTRA,Beed,Kaij,safe
3319,MAHARASHTRA,Beed,Majalgaon,safe
3320,MAHARASHTRA,Beed,Parli,safe
3321,MAHARASHTRA,Beed,Patoda,safe
3322,MAHARASHTRA,Beed,Shirur Ka,safe
3323,MAHARASHTRA,Beed,Wadvani,safe
3324,MAHARASHTRA,Bhandara,Bhandara,safe
3325,MAHARASHTRA,Bhandara,Lakhandur,safe
3326,MAHARASHTRA,Bhandara,Lakhani,safe
3327,MAHARASHTRA,Bhandara,Mohadi,safe
3328,MAHARASHTRA,Bhandara,Pauni,safe
3329,MAHARASHTRA,Bhandara,Sakoli,safe
3330,MAHARASHTRA,Bhandara,Tumsar,safe
3331,MAHARASHTRA,Buldhana,Buldhana,semi_critical
3332,MAHARASHTRA,Buldhana,Chikhali,semi_critical
3333,MAHARASHTRA,Buldhana,Deulgaon Raja,safe
3334,MAHARASHTRA,Buldhana,Jalgaon,over_exploited
3335,MAHARASHTRA,Buldhana,Khamgaon,safe
3336,MAHARASHTRA,Buldhana,Lonar,safe
3337,MAHARASHTRA,Buldhana,Malakapur,safe
3338,MAHARASHTRA,Buldhana,Mehkar,safe
3339,MAHARASHTRA,Buldhana,Motala,safe
3340,MAHARASHTRA,Buldhana,Nandura,semi_critical
3341,MAHARASHTRA,Buldhana,Sangrampur,over_exploited
3342,MAHARASHTRA,Buldhana,Shegaon,safe
3343,MAHARASHTRA,Buldhana,Sindkhed  Raja,safe
3344,MAHARASHTRA,Chandrapur,Ballarpur,safe
3345,MAHARASHTRA,Chandrapur,Bhadravati,safe
3346,MAHARASHTRA,Chandrapur,Brahmapuri,safe
3347,MAHARASHTRA,Chandrapur,Chandrapur,safe
3348,MAHARASHTRA,Chandrapur,Chimmur,safe
3349,MAHARASHTRA,Chandrapur,Gondpipri,safe
3350,MAHARASHTRA,Chandrapur,Jiwati,safe
3351,MAHARASHTRA,Chandrapur,Korpana,safe
3352,MAHARASHTRA,Chandrapur,Mul,safe
3353,MAHARASHTRA,Chandrapur,Nagbhind,safe
3354,MAHARASHTRA,Chandrapur,Pobhurna,safe
3355,MAHARASHTRA,Chandrapur,Rajura,safe
3356,MAHARASHTRA,Chandrapur,Sawali,safe
3357,MAHARASHTRA,Chandrapur,Sindewali,safe
3358,MAHARASHTRA,Chandrapur,Warora,safe
3359,MAHARASHTRA,Dhule,Dhule,safe
3360,MAHARASHTRA,Dhule,Sakri,safe
3361,MAHARASHTRA,Dhule,Shirpur,safe
3362,MAHARASHTRA,Dhule,Sindkheda,safe
3363,MAHARASHTRA,Gadchiroli,Aheri,safe
3364,MAHARASHTRA,Gadchiroli,Armori,safe
3365,MAHARASHTRA,Gadchiroli,Bhamragad,safe
3366,MAHARASHTRA,Gadchiroli,Chamorshi,safe
3367,MAHARASHTRA,Gadchiroli,Dhanora,safe
3368,MAHARASHTRA,Gadchiroli,Etapalli,safe
3369,MAHARASHTRA,Gadchiroli,Gadchiroli,safe
3370,MAHARASHTRA,Gadchiroli,Korchi,safe
3371,MAHARASHTRA,Gadchiroli,Kurkheda,safe
3372,MAHARASHTRA,Gadchiroli,Mulchera,safe
3373,MAHARASHTRA,Gadchiroli,Soroncha,safe
3374,MAHARASHTRA,Gadchiroli,Wadsa,safe
3375,MAHARASHTRA,Gondia,Amgaon,safe
3376,MAHARASHTRA,Gondia,Arjuni Moregaon,safe
3377,MAHARASHTRA,Gondia,Deori,safe
3378,MAHARASHTRA,Gondia,Gondia,safe
3379,MAHARASHTRA,Gondia,Goregaon,safe
3380,MAHARASHTRA,Gondia,Sadak Arjuni,safe
3381,MAHARASHTRA,Gondia,Salekasa,safe
3382,MAHARASHTRA,Gondia,Tirora,safe
3383,MAHARASHTRA,Hingoli,Aundha,safe
3384,MAHARASHTRA,Hingoli,Basmath,safe
3385,MAHARASHTRA,Hingoli,Hingoli,safe
3386,MAHARASHTRA,Hingoli,Kalmnuri,safe
3387,MAHARASHTRA,Hingoli,Sengaon,safe
3388,MAHARASHTRA,Jalgaon,Amalner,semi_critical
3389,MAHARASHTRA,Jalgaon,Bhadgaon,semi_critical
3390,MAHARASHTRA,Jalgaon,Bhusawal,semi_critical
3391,MAHARASHTRA,Jalgaon,Bodwad,semi_critical
3392,MAHARASHTRA,Jalgaon,Chalisgaon,semi_critical
3393,MAHARASHTRA,Jalgaon,Chopda,semi_critical
3394,MAHARASHTRA,Jalgaon,Dharangaon,safe
3395,MAHARASHTRA,Jalgaon,Erandol,safe
3396,MAHARASHTRA,Jalgaon,Jalgaon,safe
3397,MAHARASHTRA,Jalgaon,Jamner,semi_critical
3398,MAHARASHTRA,Jalgaon,Muktainagar,semi_critical
3399,MAHARASHTRA,Jalgaon,Pachora,semi_critical
3400,MAHARASHTRA,Jalgaon,Parola,semi_critical
3401,MAHARASHTRA,Jalgaon,Raver,over_exploited
3402,MAHARASHTRA,Jalgaon,Yawal,over_exploited
3403,MAHARASHTRA,Jalna,Ambad,safe
3404,MAHARASHTRA,Jalna,Badnapur,safe
3405,MAHARASHTRA,Jalna,Bhokardan,safe
3406,MAHARASHTRA,Jalna,Ghat Sawangi,safe
3407,MAHARASHTRA,Jalna,Jafrabad,safe
3408,MAHARASHTRA,Jalna,Jalna,safe
3409,MAHARASHTRA,Jalna,Mantha,safe
3410,MAHARASHTRA,Jalna,Partur,safe
3411,MAHARASHTRA,Kolhapur,Ajara,safe
3412,MAHARASHTRA,Kolhapur,Bhudargad,safe
3413,MAHARASHTRA,Kolhapur,Chandgad,safe
3414,MAHARASHTRA,Kolhapur,Gadhinglaj,safe
3415,MAHARASHTRA,Kolhapur,Gaganbawada,safe
3416,MAHARASHTRA,Kolhapur,Hatkanangale,safe
3417,MAHARASHTRA,Kolhapur,Kagal,safe
3418,MAHARASHTRA,Kolhapur,Karvir,safe
3419,MAHARASHTRA,Kolhapur,Panhala,safe
3420,MAHARASHTRA,Kolhapur,Radhanagari,safe
3421,MAHARASHTRA,Kolhapur,Shahuwadi,safe
3422,MAHARASHTRA,Kolhapur,Shirol,safe
3423,MAHARASHTRA,Latur,Ahmedpur,safe
3424,MAHARASHTRA,Latur,Anantpal Sh,safe
3425,MAHARASHTRA,Latur,Ausa,safe
3426,MAHARASHTRA,Latur,Chakur,safe
3427,MAHARASHTRA,Latur,Devani,safe
3428,MAHARASHTRA,Latur,Jalkot,safe
3429,MAHARASHTRA,Latur,Latur,safe
3430,MAHARASHTRA,Latur,Nilanga,safe
3431,MAHARASHTRA,Latur,Renapur,safe
3432,MAHARASHTRA,Latur,Udgir,safe
3433,MAHARASHTRA,Mumbai,Mumbai,safe
3434,MAHARASHTRA,Mumbai Sub,Andheri,safe
3435,MAHARASHTRA,Mumbai Sub,Borivali,safe
3436,MAHARASHTRA,Mumbai Sub,Kurla,safe
3437,MAHARASHTRA,Nagpur,Bhiwapur,safe
3438,MAHARASHTRA,Nagpur,Hingana,safe
3439,MAHARASHTRA,Nagpur,Kalameshwar,safe
3440,MAHARASHTRA,Nagpur,Kamtee,safe
3441,MAHARASHTRA,Nagpur,Katol,safe
3442,MAHARASHTRA,Nagpur,Kuhi,safe
3443,MAHARASHTRA,Nagpur,Mouda,safe
3444,MAHARASHTRA,Nagpur,Nagpur Rural,safe
3445,MAHARASHTRA,Nagpur,Nagpur Urban,safe
3446,MAHARASHTRA,Nagpur,Narkhed,safe
3447,MAHARASHTRA,Nagpur,Parshioni,safe
3448,MAHARASHTRA,Nagpur,Ramtek,safe
3449,MAHARASHTRA,Nagpur,Saoner,safe
3450,MAHARASHTRA,Nagpur,Umred,safe
3451,MAHARASHTRA,Nanded,Ardhapur,safe
3452,MAHARASHTRA,Nanded,Bhokar,safe
3453,MAHARASHTRA,Nanded,Biloli,safe
3454,MAHARASHTRA,Nanded,Degloor,safe
3455,MAHARASHTRA,Nanded,Dharmabad,safe
3456,MAHARASHTRA,Nanded,Hadgaon,safe
3457,MAHARASHTRA,Nanded,Himataytnahar,safe
3458,MAHARASHTRA,Nanded,Kandhar,safe
3459,MAHARASHTRA,Nanded,Kinwat,safe
3460,MAHARASHTRA,Nanded,Loha,safe
3461,MAHARASHTRA,Nanded,Mahur,safe
3462,MAHARASHTRA,Nanded,Mudkhed,safe
3463,MAHARASHTRA,Nanded,Mukhed,safe
3464,MAHARASHTRA,Nanded,Naigaon,safe
3465,MAHARASHTRA,Nanded,Nanded,safe
3466,MAHARASHTRA,Nanded,Umari,safe
3467,MAHARASHTRA,Nandurbar,Akkalkuva,safe
3468,MAHARASHTRA,Nandurbar,Akrani,safe
3469,MAHARASHTRA,Nandurbar,Nandurbar,safe
3470,MAHARASHTRA,Nandurbar,Nawapur,safe
3471,MAHARASHTRA,Nandurbar,Shahada,safe
3472,MAHARASHTRA,Nandurbar,Taloda,safe
3473,MAHARASHTRA,Nashik,Baglan Satana,semi_critical
3474,MAHARASHTRA,Nashik,Chandwad,semi_critical
3475,MAHARASHTRA,Nashik,Deola,semi_critical
3476,MAHARASHTRA,Nashik,Dindori,safe
3477,MAHARASHTRA,Nashik,Igatpuri,safe
3478,MAHARASHTRA,Nashik,Kalwan,safe
3479,MAHARASHTRA,Nashik,Malegaon,safe
3480,MAHARASHTRA,Nashik,Nandgaon,safe
3481,MAHARASHTRA,Nashik,Nasik,safe
3482,MAHARASHTRA,Nashik,Niphad,critical
3483,MAHARASHTRA,Nashik,Peth,safe
3484,MAHARASHTRA,Nashik,Sinnar,critical
3485,MAHARASHTRA,Nashik,Surgana,safe
3486,MAHARASHTRA,Nashik,Trambakeshwar,safe
3487,MAHARASHTRA,Nashik,Yeola,semi_critical
3488,MAHARASHTRA,Osmanabad,Bhoom,safe
3489,MAHARASHTRA,Osmanabad,Kalamb,safe
3490,MAHARASHTRA,Osmanabad,Lohara,safe
3491,MAHARASHTRA,Osmanabad,Omerga,safe
3492,MAHARASHTRA,Osmanabad,Osmanabad,safe
3493,MAHARASHTRA,Osmanabad,Paranda,safe
3494,MAHARASHTRA,Osmanabad,Tuljapur,safe
3495,MAHARASHTRA,Osmanabad,Washi,safe
3496,MAHARASHTRA,Palghar,Dahanu,safe
3497,MAHARASHTRA,Palghar,Jawhar,safe
3498,MAHARASHTRA,Palghar,Mokhada,safe
3499,MAHARASHTRA,Palghar,Palghar,safe
3500,MAHARASHTRA,Palghar,Talasari,safe
3501,MAHARASHTRA,Palghar,Vasai,safe
3502,MAHARASHTRA,Palghar,Vikramgad,safe
3503,MAHARASHTRA,Palghar,Wada,safe
3504,MAHARASHTRA,Parbhani,Gangakhed,safe
3505,MAHARASHTRA,Parbhani,Jintur,safe
3506,MAHARASHTRA,Parbhani,Manwat,safe
3507,MAHARASHTRA,Parbhani,Palam,safe
3508,MAHARASHTRA,Parbhani,Parbhani,safe
3509,MAHARASHTRA,Parbhani,Pathari,safe
3510,MAHARASHTRA,Parbhani,Purna,safe
3511,MAHARASHTRA,Parbhani,Selu,safe
3512,MAHARASHTRA,Parbhani,Sonpepth,safe
3513,MAHARASHTRA,Pune,Ambegaon,semi_critical
3514,MAHARASHTRA,Pune,Baramati,safe
3515,MAHARASHTRA,Pune,Bhor,safe
3516,MAHARASHTRA,Pune,Daund,semi_critical
3517,MAHARASHTRA,Pune,Haveli,safe
3518,MAHARASHTRA,Pune,Indapur,safe
3519,MAHARASHTRA,Pune,Junnar,semi_critical
3520,MAHARASHTRA,Pune,Khed,semi_critical
3521,MAHARASHTRA,Pune,Maval,safe
3522,MAHARASHTRA,Pune,Mulshi,safe
3523,MAHARASHTRA,Pune,Pune City,safe
3524,MAHARASHTRA,Pune,Purandhar,safe
3525,MAHARASHTRA,Pune,Shirur,critical
3526,MAHARASHTRA,Pune,Velhe,safe
3527,MAHARASHTRA,Raigad,Alibag,safe
3528,MAHARASHTRA,Raigad,Karjat,safe
3529,MAHARASHTRA,Raigad,Khalapur,safe
3530,MAHARASHTRA,Raigad,Mahad,safe
3531,MAHARASHTRA,Raigad,Mangaon,safe
3532,MAHARASHTRA,Raigad,Mhasala,safe
3533,MAHARASHTRA,Raigad,Murud,safe
3534,MAHARASHTRA,Raigad,Panvel,safe
3535,MAHARASHTRA,Raigad,Pen,safe
3536,MAHARASHTRA,Raigad,Poladpur,safe
3537,MAHARASHTRA,Raigad,Roha,safe
3538,MAHARASHTRA,Raigad,Shriwardhan,safe
3539,MAHARASHTRA,Raigad,Sudhagad,safe
3540,MAHARASHTRA,Raigad,Tala,safe
3541,MAHARASHTRA,Raigad,Uran,safe
3542,MAHARASHTRA,Ratnagiri,Chiplun,safe
3543,MAHARASHTRA,Ratnagiri,Dapoli,safe
3544,MAHARASHTRA,Ratnagiri,Guhagar,safe
3545,MAHARASHTRA,Ratnagiri,Khed,safe
3546,MAHARASHTRA,Ratnagiri,Lanja,safe
3547,MAHARASHTRA,Ratnagiri,Mandangad,safe
3548,MAHARASHTRA,Ratnagiri,Rajapur,safe
3549,MAHARASHTRA,Ratnagiri,Ratnagiri,safe
3550,MAHARASHTRA,Ratnagiri,Sangameshwar,safe
3551,MAHARASHTRA,Sangli,Atpadi,safe
3552,MAHARASHTRA,Sangli,Jat,safe
3553,MAHARASHTRA,Sangli,Kadegaon,safe
3554,MAHARASHTRA,Sangli,Kavathe Mahankal,semi_critical
3555,MAHARASHTRA,Sangli,Khanapur,safe
3556,MAHARASHTRA,Sangli,Miraj,safe
3557,MAHARASHTRA,Sangli,Palus,safe
3558,MAHARASHTRA,Sangli,Shirala,safe
3559,MAHARASHTRA,Sangli,Tasgaon,safe
3560,MAHARASHTRA,Sangli,Walwa,safe
3561,MAHARASHTRA,Satara,Jaoli,safe
3562,MAHARASHTRA,Satara,Karad,safe
3563,MAHARASHTRA,Satara,Khandala,safe
3564,MAHARASHTRA,Satara,Khatav,semi_critical
3565,MAHARASHTRA,Satara,Koregaon,safe
3566,MAHARASHTRA,Satara,Mahabaleshwar,safe
3567,MAHARASHTRA,Satara,Man,semi_critical
3568,MAHARASHTRA,Satara,Patan,safe
3569,MAHARASHTRA,Satara,Phaltan,safe
3570,MAHARASHTRA,Satara,Satara,safe
3571,MAHARASHTRA,Satara,Wai,safe
3572,MAHARASHTRA,Sindhudurg,Devgad,safe
3573,MAHARASHTRA,Sindhudurg,Doudamarg,safe
3574,MAHARASHTRA,Sindhudurg,Kankavali,safe
3575,MAHARASHTRA,Sindhudurg,Kudal,safe
3576,MAHARASHTRA,Sindhudurg,Malwan,safe
3577,MAHARASHTRA,Sindhudurg,Sawantwadi,safe
3578,MAHARASHTRA,Sindhudurg,Vaibhavvwadi,safe
3579,MAHARASHTRA,Sindhudurg,Vengurla,safe
3580,MAHARASHTRA,Solapur,Akkalkot,safe
3581,MAHARASHTRA,Solapur,Barshi,semi_critical
3582,MAHARASHTRA,Solapur,Karmala,semi_critical
3583,MAHARASHTRA,Solapur,Madha,safe
3584,MAHARASHTRA,Solapur,Malshiras,semi_critical
3585,MAHARASHTRA,Solapur,Mangalwedha,semi_critical
3586,MAHARASHTRA,Solapur,Mohol,semi_critical
3587,MAHARASHTRA,Solapur,N.Solapur,safe
3588,MAHARASHTRA,Solapur,Pandharpur,safe
3589,MAHARASHTRA,Solapur,S.Solapur,safe
3590,MAHARASHTRA,Solapur,Sangola,semi_critical
3591,MAHARASHTRA,Thane,Ambarnath,safe
3592,MAHARASHTRA,Thane,Bhivandi,safe
3593,MAHARASHTRA,Thane,Kalyan,safe
3594,MAHARASHTRA,Thane,Murbad,safe
3595,MAHARASHTRA,Thane,Shahapur,safe
3596,MAHARASHTRA,Thane,Thane,safe
3597,MAHARASHTRA,Thane,Ulhasnagar,safe
3598,MAHARASHTRA,Wardha,Arvi,safe
3599,MAHARASHTRA,Wardha,Ashti,safe
3600,MAHARASHTRA,Wardha,Deoli,safe
3601,MAHARASHTRA,Wardha,Hinganghat,safe
3602,MAHARASHTRA,Wardha,Karanja,safe
3603,MAHARASHTRA,Wardha,Samudrapur,safe
3604,MAHARASHTRA,Wardha,Seloo,safe
3605,MAHARASHTRA,Wardha,Wardha,safe
3606,MAHARASHTRA,Washim,Karanja,safe
3607,MAHARASHTRA,Washim,Malegaon,safe
3608,MAHARASHTRA,Washim,Mangrulpir,safe
3609,MAHARASHTRA,Washim,Manora,safe
3610,MAHARASHTRA,Washim,Risod,safe
3611,MAHARASHTRA,Washim,Washim,safe
3612,MAHARASHTRA,Yawatmal,Arni,safe
3613,MAHARASHTRA,Yawatmal,Babulgaon,safe
3614,MAHARASHTRA,Yawatmal,Daravha,safe
3615,MAHARASHTRA,Yawatmal,Digras,safe
3616,MAHARASHTRA,Yawatmal,Ghatanji,safe
3617,MAHARASHTRA,Yawatmal,Kalamb,safe
3618,MAHARASHTRA,Yawatmal,Mahagaon,safe
3619,MAHARASHTRA,Yawatmal,Maregaon,safe
3620,MAHARASHTRA,Yawatmal,Ner,safe
3621,MAHARASHTRA,Yawatmal,Omarkhed,safe
3622,MAHARASHTRA,Yawatmal,Pandharkavada,safe
3623,MAHARASHTRA,Yawatmal,Pusad,safe
3624,MAHARASHTRA,Yawatmal,Ralegaon,safe
3625,MAHARASHTRA,Yawatmal,Wani,safe
3626,MAHARASHTRA,Yawatmal,Yeotmal,safe
3627,MAHARASHTRA,Yawatmal,Zara Zamani,safe
3628,MANIPUR,BISHNUPUR,BISHNUPUR,safe
3629,MANIPUR,BISHNUPUR,MOIRANG,safe
3630,MANIPUR,CHURACHANPUR,CHURACHANDPUR,safe
3631,MANIPUR,IMPHAL EAST,IMPHAL EAST I,safe
3632,MANIPUR,IMPHAL EAST,IMPHAL EAST II,safe
3633,MANIPUR,IMPHAL WEST,IMPHAL WEST I,safe
3634,MANIPUR,IMPHAL WEST,IMPHAL WEST II,safe
3635,MANIPUR,THOUBAL,KAKCHING,safe
3636,MANIPUR,THOUBAL,THOUBAL,safe
3637,MEGHALAYA,EAST GARO HILLS,Dambo Rongjeng,safe
3638,MEGHALAYA,EAST GARO HILLS,Samanda,safe
3639,MEGHALAYA,EAST GARO HILLS,Songsak,safe
3640,MEGHALAYA,EAST JAINTIA HILLS,Khliehriat,safe
3641,MEGHALAYA,EAST JAINTIA HILLS,Saipung,safe
3642,MEGHALAYA,EAST KHASI HILLS,Greater Shillong,safe
3643,MEGHALAYA,EAST KHASI HILLS,Khatarshnong Laitkroh,safe
3644,MEGHALAYA,EAST KHASI HILLS,Mawkynrew,safe
3645,MEGHALAYA,EAST KHASI HILLS,Mawphlang,safe
3646,MEGHALAYA,EAST KHASI HILLS,Mawryngkneng,safe
3647,MEGHALAYA,EAST KHASI HILLS,Mawsynram,safe
3648,MEGHALAYA,EAST KHASI HILLS,Mylliem,safe
3649,MEGHALAYA,EAST KHASI HILLS,Pynursla,safe
3650,MEGHALAYA,EAST KHASI HILLS,Shella Bholaganj,safe
3651,MEGHALAYA,NORTH GARO HILLS,Kharkutta,safe
3652,MEGHALAYA,NORTH GARO HILLS,Resubelpara,safe
3653,MEGHALAYA,RI BHOI,Jirang,safe
3654,MEGHALAYA,RI BHOI,Umling,safe
3655,MEGHALAYA,RI BHOI,Umsning,safe
3656,MEGHALAYA,SOUTH GARO HILLS,Baghmara,safe
3657,MEGHALAYA,SOUTH GARO HILLS,Chokpot,safe
3658,MEGHALAYA,SOUTH GARO HILLS,Gasuapara,safe
3659,MEGHALAYA,SOUTH GARO HILLS,Rongara,safe
3660,MEGHALAYA,SOUTH WEST GARO HILLS,Betasing,safe
3661,MEGHALAYA,SOUTH WEST GARO HILLS,Zikzak,safe
3662,MEGHALAYA,SOUTH WEST KHASI HILLS,Mawkyrwat,safe
3663,MEGHALAYA,SOUTH WEST KHASI HILLS,Ranikor,safe
3664,MEGHALAYA,WEST GARO HILLS,Dadenggiri,safe
3665,MEGHALAYA,WEST GARO HILLS,Dalu,safe
3666,MEGHALAYA,WEST GARO HILLS,Gambegre,safe
3667,MEGHALAYA,WEST GARO HILLS,Rongram,safe
3668,MEGHALAYA,WEST GARO HILLS,Selsella,safe
3669,MEGHALAYA,WEST GARO HILLS,Tikrikilla,safe
3670,MEGHALAYA,WEST JAINTIA HILLS,Amlarem,safe
